y_pred,y_std,y_test,X_test,R^2,RMSE
27.32112549963658,3.6463327494631423,1.131552175071445,"[0.1467484788134996, 0.7962767889107342, 0.2499276416151749, 0.8441373968871405, 0.8222594190367284, 0.3856442096148129, 0.7679686221358403, 0.5790104476786825, 0.1207014849558478, 0.6272113861865233, 0.4202572796757826, 0.2658328828980822, 0.3195921329849483, 0.6466131941942254, 0.0690444634641034, 0.3691031357478392, 0.5608155368895228, 0.412836403046648, 0.9832124069385874, 0.5733073049302313, 0.958070030027784, 0.5708181898338295, 0.3876011835972299, 0.7460279865730204, 0.960409110527088, 0.2622296302586984, 0.4782121029434451, 0.9263614131921558, 0.4342560434789813, 0.6571930836768309, 0.7222998665884844, 0.642971971240259]",-18712.074606175396,26.445111391649775
27.303616292766684,3.6463429764319963,1.1524519599012724,"[0.0102502390792691, 0.7247275783033076, 0.5935463157200316, 0.4555609924391928, 0.6777861926740489, 0.0006527139648409, 0.9442305251013118, 0.964525873939452, 0.4420860728799246, 0.1968602006775442, 0.6968610934395528, 0.0846234033579556, 0.0442333766324293, 0.8220281584411351, 0.0907275367334559, 0.0792988642528368, 0.3660039272583627, 0.4408055139171788, 0.5176444197425702, 0.0021128790241698, 0.3806950341555851, 0.9637638158450408, 0.638087146446, 0.8312163118827613, 0.6814983712270968, 0.7999684249961287, 0.3195893564719733, 0.0664412502267118, 0.9842644225981664, 0.9668553623276086, 0.1014421937629744, 0.2911299541439646]",-18712.074606175396,26.445111391649775
27.29638957768272,3.6463568639899533,0.6765713815840867,"[0.1620445932242493, 0.8102888115862126, 0.2585844771259034, 0.1255855676135198, 0.4060954483001364, 0.3228548425745238, 0.8367137231760113, 0.3751244681119178, 0.9529268507961856, 0.7190803570793418, 0.5733904106012251, 0.3364993996180947, 0.6430411280530484, 0.1956476310247, 0.4877517543552604, 0.8918165217476518, 0.7110926378158645, 0.911137944752996, 0.7887849559815782, 0.4573319651931235, 0.8856438474406444, 0.805901197267644, 0.5077609916284688, 0.7276767413458537, 0.2967716528348006, 0.4779081596446997, 0.4650400388636304, 0.1422215020446598, 0.908995128386144, 0.6981141501494533, 0.6584956103593902, 0.8142155618437137]",-18712.074606175396,26.445111391649775
27.377453801896053,3.6463286898515976,0.9840320525453045,"[0.8684660741305239, 0.6617544297698159, 0.9406726744056206, 0.3853912460001678, 0.4749205525397695, 0.8606107189704495, 0.5205176120820526, 0.6189941634524256, 0.0961729956379207, 0.8030702167590321, 0.3040206249433323, 0.7760773134673674, 0.7622558842459274, 0.4461078550409914, 0.4176563326787156, 0.0897046711294399, 0.1161215157372758, 0.9280063979243688, 0.2253522687658267, 0.2680398045825394, 0.6160030902370351, 0.3067276525661728, 0.2340960077991778, 0.0069903509720221, 0.8289277203238643, 0.4308223523592179, 0.7537424004462401, 0.2886605221308747, 0.8385235240226219, 0.4153077513970838, 0.2109532360047409, 0.4786963815072805]",-18712.074606175396,26.445111391649775
27.307546181036273,3.6463777190593825,1.2192581785071936,"[0.5574964515918005, 0.9477649662645876, 0.7232824478350551, 0.5353452938508939, 0.4268597717800042, 0.5876138836975778, 0.7597214486073348, 0.9584087965950708, 0.4337951340465422, 0.92613995606771, 0.0638199391214818, 0.822045662866068, 0.0278744494067971, 0.6626724761166799, 0.2550189284251421, 0.5430456723931564, 0.1308284053158148, 0.1075844262067723, 0.11279356756222, 0.6958475665935454, 0.91208444285692, 0.6704219886862539, 0.467241784483046, 0.4574596422818593, 0.0219707375592349, 0.7008861031734552, 0.5514601233800819, 0.6960294661706544, 0.4631228773088601, 0.2316445206468055, 0.4524572420119783, 0.9429449241360208]",-18712.074606175396,26.445111391649775
27.302351830720077,3.646361754341433,0.6558869970755894,"[0.9968862717310104, 0.1898943831423455, 0.4193636476345423, 0.3765610345715212, 0.2233057314406548, 0.8539845235571768, 0.9662959029938926, 0.9124547115435468, 0.6653982052107381, 0.5551385762387048, 0.2646522720416454, 0.1926727488061277, 0.003919317271097, 0.6019630134942008, 0.6912238330289784, 0.9363173367665582, 0.9554790896287556, 0.1859690531687567, 0.2621296124962186, 0.4221136657142449, 0.3580257673442095, 0.5488031713556158, 0.2107936723409112, 0.67811070317928, 0.7707344566293236, 0.2764303352209366, 0.2612920288785962, 0.0948185655729804, 0.6403506763221549, 0.8471924232788629, 0.9661840299626856, 0.160247639442662]",-18712.074606175396,26.445111391649775
27.310212580835376,3.6463779347840943,1.0186702681470416,"[0.5211423104193491, 0.1645839065222588, 0.7931995307563688, 0.6013740796446361, 0.0008986492070104, 0.65613225816655, 0.6135079014267135, 0.6293230459918856, 0.0759502176268106, 0.7010252244905121, 0.7283201914530198, 0.2427713427375898, 0.7327970237837675, 0.5574865695777068, 0.0632990424351469, 0.821864388259228, 0.2321876238551443, 0.842548867630255, 0.9713560989354938, 0.352489824593969, 0.1796235354629668, 0.6496995371281648, 0.2667673269039916, 0.4831240541119802, 0.3726416751736152, 0.875562530893542, 0.8852498803240764, 0.0872521137326949, 0.6264766204981425, 0.6055267396742477, 0.9785551457016112, 0.7300694106368559]",-18712.074606175396,26.445111391649775
27.30756570323993,3.6463806754693913,1.1274490445547019,"[0.6150776832718685, 0.1032985792322113, 0.2299214603804067, 0.379340278979993, 0.5940626370151671, 0.3555728824635247, 0.4344907184743665, 0.996704107605171, 0.0240353758075374, 0.9216275467661056, 0.4669723348116529, 0.3374499476867645, 0.7891276717985378, 0.4979713920884047, 0.7826226373718682, 0.2477420057040931, 0.8915138859172914, 0.7717260277880136, 0.7842722082404602, 0.9313453724946752, 0.5220102094156236, 0.1331397396417693, 0.2424173909654814, 0.9170835055206796, 0.7539421331001481, 0.7467049097219812, 0.9030666245931576, 0.0311225019384807, 0.5771810920883929, 0.3004224486755005, 0.181547888808414, 0.0321569274031498]",-18712.074606175396,26.445111391649775
27.31142334545418,3.646382939804474,0.7482177738604114,"[0.6136520399814768, 0.8948938518304722, 0.6614930343445838, 0.7414778640934533, 0.4197221610151061, 0.7245688864694358, 0.0482065252559747, 0.3054801150648644, 0.6064225698836739, 0.311743533102059, 0.5045693195351647, 0.0790194004691158, 0.4787488979968955, 0.1975155759939917, 0.1810849871985105, 0.1827557301268675, 0.620635406858363, 0.058555985518184, 0.792850551646634, 0.1520324804611819, 0.8360941015971605, 0.916908092322297, 0.9600328288822404, 0.4915684668753183, 0.8814592659552626, 0.1883006576097221, 0.9408172890226412, 0.67169586912635, 0.204244036901812, 0.8322161246584084, 0.9128866695860764, 0.4353008720042709]",-18712.074606175396,26.445111391649775
27.3109720289678,3.6463900155679716,1.0944053662826705,"[0.1697580113368745, 0.6993905412015579, 0.9009126611154784, 0.2632305042435702, 0.049817832223785, 0.838312057889324, 0.2271472649510094, 0.5861797832689934, 0.3664612206593227, 0.90743569553718, 0.5441738129310257, 0.3534455351801341, 0.2198639171039208, 0.8800862739985356, 0.0127741116677233, 0.2048886426126761, 0.3989405506708458, 0.785140600510234, 0.8592058501233252, 0.0841145774967399, 0.925231715787861, 0.7867664165792511, 0.7979856057752569, 0.3158078998683095, 0.4181011873041118, 0.6714551677491408, 0.4556576440276811, 0.929564452208416, 0.5229495510450723, 0.0246629308947828, 0.8094659735010283, 0.9895928155465116]",-18712.074606175396,26.445111391649775
